date,product,customer,units
2022-04-01,Product-07,Customer-04,52448
2022-05-01,Product-07,Customer-04,62885
2022-06-01,Product-07,Customer-04,49965
2022-07-01,Product-07,Customer-04,64771
2022-08-01,Product-07,Customer-04,60408
2022-09-01,Product-07,Customer-04,64841
2022-10-01,Product-07,Customer-04,58062
2022-11-01,Product-07,Customer-04,55924
2022-12-01,Product-07,Customer-04,65268
2023-01-01,Product-07,Customer-04,48780
2023-02-01,Product-07,Customer-04,64429
2023-03-01,Product-07,Customer-04,62170
2023-04-01,Product-07,Customer-04,59147
2023-05-01,Product-07,Customer-04,66766
2023-06-01,Product-07,Customer-04,61599
2023-07-01,Product-07,Customer-04,62224
2023-08-01,Product-07,Customer-04,65038
2023-09-01,Product-07,Customer-04,57348
2023-10-01,Product-07,Customer-04,64303
2023-11-01,Product-07,Customer-04,67710
2023-12-01,Product-07,Customer-04,67466
2024-01-01,Product-07,Customer-04,59432
2024-02-01,Product-07,Customer-04,67779
2024-03-01,Product-07,Customer-04,55454
2024-04-01,Product-07,Customer-04,69208
2024-05-01,Product-07,Customer-04,74604
2024-06-01,Product-07,Customer-04,77840
2024-07-01,Product-07,Customer-04,59923
2024-08-01,Product-07,Customer-04,65542
2024-09-01,Product-07,Customer-04,60993
2024-10-01,Product-07,Customer-04,65811
2024-11-01,Product-07,Customer-04,66947
2024-12-01,Product-07,Customer-04,73109
2025-01-01,Product-07,Customer-04,63522
2025-02-01,Product-07,Customer-04,70763
2025-03-01,Product-07,Customer-04,64032
2025-04-01,Product-07,Customer-04,77253
2025-05-01,Product-07,Customer-04,75549
2025-06-01,Product-07,Customer-04,78156
2025-07-01,Product-07,Customer-04,66560
2025-08-01,Product-07,Customer-04,76043
2025-09-01,Product-07,Customer-04,79269
2025-10-01,Product-07,Customer-04,69145
2020-11-01,Product-07,Customer-01,51875
2020-12-01,Product-07,Customer-01,43431
2021-01-01,Product-07,Customer-01,45016
2021-02-01,Product-07,Customer-01,52651
2021-03-01,Product-07,Customer-01,52050
2021-04-01,Product-07,Customer-01,50444
2021-05-01,Product-07,Customer-01,50594
2021-06-01,Product-07,Customer-01,61928
2021-07-01,Product-07,Customer-01,51344
2021-08-01,Product-07,Customer-01,58117
2021-09-01,Product-07,Customer-01,49234
2021-10-01,Product-07,Customer-01,46920
2021-11-01,Product-07,Customer-01,56822
2021-12-01,Product-07,Customer-01,57494
2022-01-01,Product-07,Customer-01,53554
2022-02-01,Product-07,Customer-01,48702
2022-03-01,Product-07,Customer-01,54690
2022-04-01,Product-07,Customer-01,56333
2022-05-01,Product-07,Customer-01,62811
2022-06-01,Product-07,Customer-01,50487
2022-07-01,Product-07,Customer-01,61705
2022-08-01,Product-07,Customer-01,64443
2022-09-01,Product-07,Customer-01,50828
2022-10-01,Product-07,Customer-01,50918
2022-11-01,Product-07,Customer-01,59001
2022-12-01,Product-07,Customer-01,53628
2023-01-01,Product-07,Customer-01,56362
2023-02-01,Product-07,Customer-01,53310
2023-03-01,Product-07,Customer-01,56061
2023-04-01,Product-07,Customer-01,54381
2023-05-01,Product-07,Customer-01,67640
2023-06-01,Product-07,Customer-01,72117
2023-07-01,Product-07,Customer-01,66854
2023-08-01,Product-07,Customer-01,68833
2023-09-01,Product-07,Customer-01,57231
2023-10-01,Product-07,Customer-01,59122
2023-11-01,Product-07,Customer-01,52225
2023-12-01,Product-07,Customer-01,68682
2024-01-01,Product-07,Customer-01,65265
2024-02-01,Product-07,Customer-01,56632
2024-03-01,Product-07,Customer-01,66819
2024-04-01,Product-07,Customer-01,69217
2024-05-01,Product-07,Customer-01,70997
2024-06-01,Product-07,Customer-01,66581
2024-07-01,Product-07,Customer-01,63287
2024-08-01,Product-07,Customer-01,63361
2024-09-01,Product-07,Customer-01,62979
2024-10-01,Product-07,Customer-01,74608
2024-11-01,Product-07,Customer-01,61590
2024-12-01,Product-07,Customer-01,57522
2025-01-01,Product-07,Customer-01,70347
2025-02-01,Product-07,Customer-01,64816
2025-03-01,Product-07,Customer-01,68081
2025-04-01,Product-07,Customer-01,72982
2025-05-01,Product-07,Customer-01,73260
2025-06-01,Product-07,Customer-01,63009
2025-07-01,Product-07,Customer-01,70286
2025-08-01,Product-07,Customer-01,84100
2025-09-01,Product-07,Customer-01,81798
2025-10-01,Product-07,Customer-01,70782
2020-11-01,Product-01,Customer-03,41176
2020-12-01,Product-01,Customer-03,36890
2021-01-01,Product-01,Customer-03,40597
2021-02-01,Product-01,Customer-03,36405
2021-03-01,Product-01,Customer-03,36698
2021-04-01,Product-01,Customer-03,42094
2021-05-01,Product-01,Customer-03,41902
2021-06-01,Product-01,Customer-03,48663
2021-07-01,Product-01,Customer-03,40588
2021-08-01,Product-01,Customer-03,39655
2021-09-01,Product-01,Customer-03,40842
2021-10-01,Product-01,Customer-03,37529
2021-11-01,Product-01,Customer-03,43384
2021-12-01,Product-01,Customer-03,37076
2022-01-01,Product-01,Customer-03,34252
2022-02-01,Product-01,Customer-03,35332
2022-03-01,Product-01,Customer-03,36452
2022-04-01,Product-01,Customer-03,41619
2022-05-01,Product-01,Customer-03,41516
2022-06-01,Product-01,Customer-03,39427
2022-07-01,Product-01,Customer-03,43619
2022-08-01,Product-01,Customer-03,43546
2022-09-01,Product-01,Customer-03,48232
2022-10-01,Product-01,Customer-03,42149
2022-11-01,Product-01,Customer-03,44218
2022-12-01,Product-01,Customer-03,40499
2023-01-01,Product-01,Customer-03,45548
2023-02-01,Product-01,Customer-03,39600
2023-03-01,Product-01,Customer-03,39129
2023-04-01,Product-01,Customer-03,45817
2023-05-01,Product-01,Customer-03,41366
2023-06-01,Product-01,Customer-03,53160
2023-07-01,Product-01,Customer-03,55129
2023-08-01,Product-01,Customer-03,41723
2023-09-01,Product-01,Customer-03,49850
2023-10-01,Product-01,Customer-03,39848
2023-11-01,Product-01,Customer-03,49751
2023-12-01,Product-01,Customer-03,42763
2024-01-01,Product-01,Customer-03,43015
2024-02-01,Product-01,Customer-03,51671
2024-03-01,Product-01,Customer-03,47526
2024-04-01,Product-01,Customer-03,43404
2024-05-01,Product-01,Customer-03,54825
2024-06-01,Product-01,Customer-03,44399
2024-07-01,Product-01,Customer-03,59353
2024-08-01,Product-01,Customer-03,49014
2024-09-01,Product-01,Customer-03,56791
2024-10-01,Product-01,Customer-03,54943
2024-11-01,Product-01,Customer-03,40992
2024-12-01,Product-01,Customer-03,52943
2025-01-01,Product-01,Customer-03,46833
2025-02-01,Product-01,Customer-03,46238
2025-03-01,Product-01,Customer-03,46986
2025-04-01,Product-01,Customer-03,51042
2025-05-01,Product-01,Customer-03,51953
2025-06-01,Product-01,Customer-03,52298
2025-07-01,Product-01,Customer-03,59699
2025-08-01,Product-01,Customer-03,57671
2025-09-01,Product-01,Customer-03,56413
2025-10-01,Product-01,Customer-03,49977
2020-11-01,Product-01,Customer-05,39436
2020-12-01,Product-01,Customer-05,41900
2021-01-01,Product-01,Customer-05,43561
2021-02-01,Product-01,Customer-05,40515
2021-03-01,Product-01,Customer-05,46648
2021-04-01,Product-01,Customer-05,41761
2021-05-01,Product-01,Customer-05,47478
2021-06-01,Product-01,Customer-05,40783
2021-07-01,Product-01,Customer-05,46059
2021-08-01,Product-01,Customer-05,40720
2021-09-01,Product-01,Customer-05,49654
2021-10-01,Product-01,Customer-05,44985
2021-11-01,Product-01,Customer-05,47891
2021-12-01,Product-01,Customer-05,47601
2022-01-01,Product-01,Customer-05,36950
2022-02-01,Product-01,Customer-05,37214
2022-03-01,Product-01,Customer-05,37528
2022-04-01,Product-01,Customer-05,39277
2022-05-01,Product-01,Customer-05,50609
2022-06-01,Product-01,Customer-05,52127
2022-07-01,Product-01,Customer-05,49591
2022-08-01,Product-01,Customer-05,51229
2022-09-01,Product-01,Customer-05,52445
2022-10-01,Product-01,Customer-05,41334
2022-11-01,Product-01,Customer-05,42116
2022-12-01,Product-01,Customer-05,49333
2023-01-01,Product-01,Customer-05,41493
2023-02-01,Product-01,Customer-05,38550
2023-03-01,Product-01,Customer-05,52313
2023-04-01,Product-01,Customer-05,50052
2023-05-01,Product-01,Customer-05,50209
2023-06-01,Product-01,Customer-05,43904
2023-07-01,Product-01,Customer-05,53845
2023-08-01,Product-01,Customer-05,47988
2023-09-01,Product-01,Customer-05,48667
2023-10-01,Product-01,Customer-05,45090
2023-11-01,Product-01,Customer-05,45175
2023-12-01,Product-01,Customer-05,44443
2024-01-01,Product-01,Customer-05,43274
2024-02-01,Product-01,Customer-05,41310
2024-03-01,Product-01,Customer-05,41841
2024-04-01,Product-01,Customer-05,48150
2024-05-01,Product-01,Customer-05,45509
2024-06-01,Product-01,Customer-05,51713
2024-07-01,Product-01,Customer-05,48488
2024-08-01,Product-01,Customer-05,59233
2024-09-01,Product-01,Customer-05,55012
2024-10-01,Product-01,Customer-05,56389
2024-11-01,Product-01,Customer-05,51493
2024-12-01,Product-01,Customer-05,49414
2025-01-01,Product-01,Customer-05,48748
2025-02-01,Product-01,Customer-05,51704
2025-03-01,Product-01,Customer-05,45911
2025-04-01,Product-01,Customer-05,47519
2025-05-01,Product-01,Customer-05,55888
2025-06-01,Product-01,Customer-05,52545
2025-07-01,Product-01,Customer-05,60830
2025-08-01,Product-01,Customer-05,55284
2025-09-01,Product-01,Customer-05,54283
2025-10-01,Product-01,Customer-05,51482
2020-11-01,Product-01,Customer-04,33189
2020-12-01,Product-01,Customer-04,32422
2021-01-01,Product-01,Customer-04,28540
2021-02-01,Product-01,Customer-04,27533
2021-03-01,Product-01,Customer-04,33671
2021-04-01,Product-01,Customer-04,35254
2021-05-01,Product-01,Customer-04,30729
2021-06-01,Product-01,Customer-04,29343
2021-07-01,Product-01,Customer-04,30163
2021-08-01,Product-01,Customer-04,29514
2021-09-01,Product-01,Customer-04,30609
2021-10-01,Product-01,Customer-04,27869
2021-11-01,Product-01,Customer-04,33350
2021-12-01,Product-01,Customer-04,27966
2022-01-01,Product-01,Customer-04,31550
2022-02-01,Product-01,Customer-04,31970
2022-03-01,Product-01,Customer-04,33571
2022-04-01,Product-01,Customer-04,34690
2022-05-01,Product-01,Customer-04,30468
2022-06-01,Product-01,Customer-04,36150
2022-07-01,Product-01,Customer-04,40463
2022-08-01,Product-01,Customer-04,40206
2022-09-01,Product-01,Customer-04,31102
2022-10-01,Product-01,Customer-04,31169
2022-11-01,Product-01,Customer-04,35435
2022-12-01,Product-01,Customer-04,32086
2023-01-01,Product-01,Customer-04,30335
2023-02-01,Product-01,Customer-04,37283
2023-03-01,Product-01,Customer-04,36405
2023-04-01,Product-01,Customer-04,39458
2023-05-01,Product-01,Customer-04,37532
2023-06-01,Product-01,Customer-04,34499
2023-07-01,Product-01,Customer-04,42848
2023-08-01,Product-01,Customer-04,34801
2023-09-01,Product-01,Customer-04,36119
2023-10-01,Product-01,Customer-04,35752
2023-11-01,Product-01,Customer-04,38803
2023-12-01,Product-01,Customer-04,39801
2024-01-01,Product-01,Customer-04,38441
2024-02-01,Product-01,Customer-04,37245
2024-03-01,Product-01,Customer-04,38935
2024-04-01,Product-01,Customer-04,41288
2024-05-01,Product-01,Customer-04,42043
2024-06-01,Product-01,Customer-04,38210
2024-07-01,Product-01,Customer-04,34982
2024-08-01,Product-01,Customer-04,41392
2024-09-01,Product-01,Customer-04,42689
2024-10-01,Product-01,Customer-04,32831
2024-11-01,Product-01,Customer-04,32502
2024-12-01,Product-01,Customer-04,42307
2025-01-01,Product-01,Customer-04,41066
2025-02-01,Product-01,Customer-04,32363
2025-03-01,Product-01,Customer-04,43187
2025-04-01,Product-01,Customer-04,35726
2025-05-01,Product-01,Customer-04,42878
2025-06-01,Product-01,Customer-04,46572
2025-07-01,Product-01,Customer-04,38902
2025-08-01,Product-01,Customer-04,45986
2025-09-01,Product-01,Customer-04,45880
2025-10-01,Product-01,Customer-04,43609
2020-11-01,Product-10,Customer-03,28088
2020-12-01,Product-10,Customer-03,29674
2021-01-01,Product-10,Customer-03,27635
2021-02-01,Product-10,Customer-03,35199
2021-03-01,Product-10,Customer-03,33093
2021-04-01,Product-10,Customer-03,36762
2021-05-01,Product-10,Customer-03,34760
2021-06-01,Product-10,Customer-03,41309
2021-07-01,Product-10,Customer-03,35466
2021-08-01,Product-10,Customer-03,40703
2021-09-01,Product-10,Customer-03,37004
2021-10-01,Product-10,Customer-03,35275
2021-11-01,Product-10,Customer-03,41366
2021-12-01,Product-10,Customer-03,42119
2022-01-01,Product-10,Customer-03,38895
2022-02-01,Product-10,Customer-03,34879
2022-03-01,Product-10,Customer-03,33777
2022-04-01,Product-10,Customer-03,37977
2022-05-01,Product-10,Customer-03,44778
2022-06-01,Product-10,Customer-03,47695
2022-07-01,Product-10,Customer-03,52518
2022-08-01,Product-10,Customer-03,52667
2022-09-01,Product-10,Customer-03,42240
2022-10-01,Product-10,Customer-03,43108
2022-11-01,Product-10,Customer-03,39380
2022-12-01,Product-10,Customer-03,40909
2023-01-01,Product-10,Customer-03,49329
2023-02-01,Product-10,Customer-03,42577
2023-03-01,Product-10,Customer-03,48684
2023-04-01,Product-10,Customer-03,47967
2023-05-01,Product-10,Customer-03,55991
2023-06-01,Product-10,Customer-03,56768
2023-07-01,Product-10,Customer-03,49426
2023-08-01,Product-10,Customer-03,62048
2023-09-01,Product-10,Customer-03,46730
2023-10-01,Product-10,Customer-03,59633
2023-11-01,Product-10,Customer-03,56153
2023-12-01,Product-10,Customer-03,55522
2024-01-01,Product-10,Customer-03,50126
2024-02-01,Product-10,Customer-03,49805
2024-03-01,Product-10,Customer-03,60885
2024-04-01,Product-10,Customer-03,55232
2024-05-01,Product-10,Customer-03,62707
2024-06-01,Product-10,Customer-03,55762
2024-07-01,Product-10,Customer-03,60160
2024-08-01,Product-10,Customer-03,65740
2024-09-01,Product-10,Customer-03,67506
2024-10-01,Product-10,Customer-03,64196
2024-11-01,Product-10,Customer-03,56023
2024-12-01,Product-10,Customer-03,61314
2025-01-01,Product-10,Customer-03,72048
2025-02-01,Product-10,Customer-03,59663
2025-03-01,Product-10,Customer-03,57904
2025-04-01,Product-10,Customer-03,62906
2025-05-01,Product-10,Customer-03,62306
2025-06-01,Product-10,Customer-03,73679
2025-07-01,Product-10,Customer-03,69950
2025-08-01,Product-10,Customer-03,82498
2025-09-01,Product-10,Customer-03,74449
2025-10-01,Product-10,Customer-03,74979
2020-11-01,Product-10,Customer-05,33680
2020-12-01,Product-10,Customer-05,30605
2021-01-01,Product-10,Customer-05,28702
2021-02-01,Product-10,Customer-05,28364
2021-03-01,Product-10,Customer-05,36279
2021-04-01,Product-10,Customer-05,32918
2021-05-01,Product-10,Customer-05,40811
2021-06-01,Product-10,Customer-05,40756
2021-07-01,Product-10,Customer-05,43521
2021-08-01,Product-10,Customer-05,43882
2021-09-01,Product-10,Customer-05,36978
2021-10-01,Product-10,Customer-05,39545
2021-11-01,Product-10,Customer-05,32356
2021-12-01,Product-10,Customer-05,34378
2022-01-01,Product-10,Customer-05,40784
2022-02-01,Product-10,Customer-05,37246
2022-03-01,Product-10,Customer-05,35314
2022-04-01,Product-10,Customer-05,43803
2022-05-01,Product-10,Customer-05,42262
2022-06-01,Product-10,Customer-05,50354
2022-07-01,Product-10,Customer-05,45742
2022-08-01,Product-10,Customer-05,53170
2022-09-01,Product-10,Customer-05,47449
2022-10-01,Product-10,Customer-05,42658
2022-11-01,Product-10,Customer-05,42428
2022-12-01,Product-10,Customer-05,43781
2023-01-01,Product-10,Customer-05,50120
2023-02-01,Product-10,Customer-05,53606
2023-03-01,Product-10,Customer-05,48136
2023-04-01,Product-10,Customer-05,51107
2023-05-01,Product-10,Customer-05,58640
2023-06-01,Product-10,Customer-05,48535
2023-07-01,Product-10,Customer-05,63155
2023-08-01,Product-10,Customer-05,62931
2023-09-01,Product-10,Customer-05,53837
2023-10-01,Product-10,Customer-05,48999
2023-11-01,Product-10,Customer-05,47617
2023-12-01,Product-10,Customer-05,52133
2024-01-01,Product-10,Customer-05,48765
2024-02-01,Product-10,Customer-05,50177
2024-03-01,Product-10,Customer-05,62231
2024-04-01,Product-10,Customer-05,58242
2024-05-01,Product-10,Customer-05,58518
2024-06-01,Product-10,Customer-05,61515
2024-07-01,Product-10,Customer-05,60515
2024-08-01,Product-10,Customer-05,77924
2024-09-01,Product-10,Customer-05,64879
2024-10-01,Product-10,Customer-05,63917
2024-11-01,Product-10,Customer-05,67146
2024-12-01,Product-10,Customer-05,61158
2025-01-01,Product-10,Customer-05,66005
2025-02-01,Product-10,Customer-05,67038
2025-03-01,Product-10,Customer-05,78229
2025-04-01,Product-10,Customer-05,70014
2025-05-01,Product-10,Customer-05,65095
2025-06-01,Product-10,Customer-05,82080
2025-07-01,Product-10,Customer-05,71785
2025-08-01,Product-10,Customer-05,89826
2025-09-01,Product-10,Customer-05,82171
2025-10-01,Product-10,Customer-05,82479
2020-11-01,Product-10,Customer-04,25808
2020-12-01,Product-10,Customer-04,22210
2021-01-01,Product-10,Customer-04,26626
2021-02-01,Product-10,Customer-04,23733
2021-03-01,Product-10,Customer-04,22411
2021-04-01,Product-10,Customer-04,25327
2021-05-01,Product-10,Customer-04,26492
2021-06-01,Product-10,Customer-04,24336
2021-07-01,Product-10,Customer-04,29275
2021-08-01,Product-10,Customer-04,30062
2021-09-01,Product-10,Customer-04,30480
2021-10-01,Product-10,Customer-04,28053
2021-11-01,Product-10,Customer-04,29527
2021-12-01,Product-10,Customer-04,29963
2022-01-01,Product-10,Customer-04,29101
2022-02-01,Product-10,Customer-04,25938
2022-03-01,Product-10,Customer-04,33605
2022-04-01,Product-10,Customer-04,26950
2022-05-01,Product-10,Customer-04,31947
2022-06-01,Product-10,Customer-04,30560
2022-07-01,Product-10,Customer-04,34895
2022-08-01,Product-10,Customer-04,38751
2022-09-01,Product-10,Customer-04,35416
2022-10-01,Product-10,Customer-04,38089
2022-11-01,Product-10,Customer-04,36408
2022-12-01,Product-10,Customer-04,33066
2023-01-01,Product-10,Customer-04,29521
2023-02-01,Product-10,Customer-04,32639
2023-03-01,Product-10,Customer-04,38832
2023-04-01,Product-10,Customer-04,33243
2023-05-01,Product-10,Customer-04,43169
2023-06-01,Product-10,Customer-04,41841
2023-07-01,Product-10,Customer-04,39279
2023-08-01,Product-10,Customer-04,48095
2023-09-01,Product-10,Customer-04,43422
2023-10-01,Product-10,Customer-04,34948
2023-11-01,Product-10,Customer-04,44709
2023-12-01,Product-10,Customer-04,38697
2024-01-01,Product-10,Customer-04,38348
2024-02-01,Product-10,Customer-04,45685
2024-03-01,Product-10,Customer-04,46742
2024-04-01,Product-10,Customer-04,49770
2024-05-01,Product-10,Customer-04,40841
2024-06-01,Product-10,Customer-04,45788
2024-07-01,Product-10,Customer-04,56590
2024-08-01,Product-10,Customer-04,53433
2024-09-01,Product-10,Customer-04,54409
2024-10-01,Product-10,Customer-04,53365
2024-11-01,Product-10,Customer-04,49071
2024-12-01,Product-10,Customer-04,56192
2025-01-01,Product-10,Customer-04,46906
2025-02-01,Product-10,Customer-04,52310
2025-03-01,Product-10,Customer-04,55109
2025-04-01,Product-10,Customer-04,58692
2025-05-01,Product-10,Customer-04,53207
2025-06-01,Product-10,Customer-04,51949
2025-07-01,Product-10,Customer-04,56368
2025-08-01,Product-10,Customer-04,66233
2025-09-01,Product-10,Customer-04,67471
2025-10-01,Product-10,Customer-04,49971
